business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
0pMj5xUAecW9o1P35B0AMw,Wawa,2544 W Main Street,Norristown,PA,19403,40.141292,-75.389286,3.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'""}","Food, Coffee & Tea, Gas Stations, Restaurants, Automotive, Sandwiches, Convenience Stores","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Ei0wJeADbNtwvA9CrvknJw,Cocco's Gelateria,550 S Oak Ave,Primos,PA,19018,39.9199693,-75.2984646,4.5,37,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""'free'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True'}","Coffee & Tea, Bakeries, Desserts, Food, Ice Cream & Frozen Yogurt","{'Monday': '14:0-21:0', 'Tuesday': '14:0-21:0', 'Wednesday': '14:0-21:0', 'Thursday': '14:0-21:0', 'Friday': '14:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '12:0-21:0'}"
RrqRin8BYGrTlJbCDwtLzA,Wawa,3744 Spruce St,Philadelphia,PA,19104,39.9510885597,-75.1989988336,3.5,50,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Delis, Gas Stations, Food, Convenience Stores, Restaurants, Automotive, Coffee & Tea, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
hGy3actugEISbvEGQeMz3A,Dunkin',800 Main St,Royersford,PA,19468,40.1905208,-75.5320826,2.0,23,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'None'}","Food, Donuts, Coffee & Tea","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-21:0'}"
IazLGcO9aggJnMMa_5UO1Q,Kimberton Whole Foods - Collegeville,222 E Main St,Collegeville,PA,19426,40.1826806624,-75.4521030608,5.0,6,1,"{'BikeParking': 'True', 'RestaurantsReservations': 'False', 'DogsAllowed': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Juice Bars & Smoothies, Restaurants, Food, Coffee & Tea, Specialty Food, Organic Stores, Health Markets, Grocery, Sandwiches, Shopping, Vitamins & Supplements","{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-18:0'}"
uxoQdZD3mEptaPohiLQg1w,Stone House Grille,1300 Hares Hill Rd,Kimberton,PA,19442,40.1298141,-75.5764069,4.5,56,1,"{'HasTV': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BYOB': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'Corkage': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}""}","Coffee & Tea, Pubs, Restaurants, Bars, Food, American (New), Nightlife, Breakfast & Brunch, Brewpubs, Breweries","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '9:0-15:0'}"
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,4618 Baltimore Ave,Philadelphia,PA,19143,39.9486639126,-75.2158315415,4.5,458,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True'}","Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
0_gh-ZRllduRLrjaYy0Icg,Wawa,949 Montgomery Ave,Narberth,PA,19072,40.0122256739,-75.2619556997,3.0,13,1,"{'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'None', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Gas Stations, Food, Automotive, Restaurants, Sandwiches, Convenience Stores, Coffee & Tea","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}"
0zH0l4Jbf-oove3cLvrFOg,Vecchia Osteria,20 Richboro Rd,Newtown,PA,18940,40.2280271,-74.9401945,4.0,359,1,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True'}","American (New), Italian, Restaurants, Event Planning & Services, Food, Coffee & Tea, Caterers","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '13:0-21:0'}"
XQfwVwDr-v0ZS3_CbbE5Xw,Turning Point of North Wales,1460 Bethlehem Pike,North Wales,PA,19454,40.2101961875,-75.2236385919,3.0,169,1,"{'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""'free'"", 'DogsAllowed': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Breakfast & Brunch, Food, Juice Bars & Smoothies, American (New), Coffee & Tea, Sandwiches","{'Monday': '7:30-15:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '7:30-15:0', 'Sunday': '7:30-15:0'}"
Bb3F76xkJrA-IwXLNK52RQ,Alchemy Coffee,119 S 21st St,Philadelphia,PA,19103,39.9511237,-75.1755163,5.0,19,1,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': None}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Food, Coffee & Tea",
SNYpn2BdTbz8QrrfH8rvdw,Wawa,801 Conshohocken State Rd,Bala Cynwyd,PA,19004,40.0185596288,-75.2403088108,2.0,12,1,"{'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""'average'"", 'Caters': 'False', 'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True'}","Restaurants, Sandwiches, Food, Delis, Grocery, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
duf2PORLOL6it1dTGhSnKA,Junes Breakfast,6227 Lancaster Ave,Philadelphia,PA,19151,39.9850064107,-75.246888042,2.5,20,1,"{'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'loud'"", 'HasTV': 'True', 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': None}""}","Breakfast & Brunch, Restaurants, Coffee & Tea, Food, Sandwiches, American (New)","{'Monday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '6:30-14:30', 'Sunday': '6:30-14:30'}"
iyW-OrFw2YnRxsoeQ36skg,The Larder,"800 N Easton Rd, Ste 4",Doylestown,PA,18901,40.3328382385,-75.1296401024,4.5,7,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'WiFi': ""u'no'"", 'Caters': 'False'}","Pretzels, Candy Stores, Food, Specialty Food, Herbs & Spices, Coffee & Tea","{'Monday': '9:30-18:0', 'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-20:0', 'Saturday': '9:0-17:0', 'Sunday': '11:0-15:0'}"
SpKppNFimODBt-BZ0c2WbA,Dunkin',819 W.Sproul Rd,Springfield,PA,19064,39.943857107,-75.3487932199,4.0,10,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'DriveThru': 'None'}","Coffee & Tea, Food, Donuts","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-20:0'}"
cUYw6i8MF_2WEdd2d8t9yg,Starbucks,498 North Main St,Doylestown,PA,18901,40.321777,-75.130908,2.5,31,1,"{'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'WiFi': ""'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'False'}","Food, Coffee & Tea","{'Monday': '5:30-19:30', 'Tuesday': '5:30-19:30', 'Wednesday': '5:30-19:30', 'Thursday': '5:30-19:30', 'Friday': '5:30-19:30', 'Saturday': '6:0-19:30', 'Sunday': '6:0-19:30'}"
